,Simulation Number,PG.orderDiffraction,PG.cFactor,PG.lineDensity,ExitSlit.openingHeight,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
175,175,2,25,3000,0.0012,100000.0,1025,17.15,2.43,0.81,,303.0,0.303,1025.0,0.0010104782706548,0.009074291737533,0.003132217080373,-1.4468832302051256e-05,-6.271333978247148e-05,3503261426983.947,3915442644428.048,3466475188358.673,4.08586798207654,1.242428136750792,14364853357355.074,16054970657661.166,14214014222327.775,0.0001568832990497,0.0001753416272524,0.0001552359351303,8.175620189880413e-05,9.137534438491503e-05,8.089771525290892e-05
176,176,2,25,3000,0.0012,100000.0,1030,17.15,2.43,0.81,,315.2,0.3152,1030.0,0.0010911774089435,0.009292830597352,0.0033639156599066,-0.0001748286090255,-8.178319548897541e-06,3606671743133.2266,4063798570901.109,3600472109128.769,3.8272062677417735,1.202261686175993,13756863107178.494,15500473737725.75,13733215954793.11,0.0001623140051433,0.0001828864585181,0.0001620349979319,8.44007456381934e-05,9.509809983690292e-05,8.4255666249237e-05
177,177,2,25,3000,0.0012,100000.0,1035,17.15,2.43,0.81,,298.4,0.2984,1035.0,0.0010905348553478,0.0095121439872649,0.0026589416640217,-5.859159719343934e-05,-8.149609948731926e-05,3374315122315.474,3838400125559.882,3403288714362.255,3.9858804920731794,1.180769912860974,13352177523263.77,15188563611872.969,13466826135047.775,0.0001525998353723,0.000173587589191,0.0001539101354528,7.917284822746986e-05,9.00618524237647e-05,7.985266671583626e-05
178,178,2,25,3000,0.0012,100000.0,1040,17.15,2.43,0.81,,301.8,0.3017999999999999,1040.0,0.0010103771366629,0.0093197022708712,0.0031396641664338,-8.640458447762168e-05,-4.938225061751461e-05,3369760157866.5195,3873234934677.9546,3436725904102.3174,4.357948952229273,1.3043883236263265,14564200806303.162,16740233344782.98,14853628697200.775,0.0001531188142177,0.0001759962467952,0.000156161676373,7.927634968455456e-05,9.112100348600696e-05,8.085177335471791e-05
179,179,2,25,3000,0.0012,100000.0,1045,17.15,2.43,0.81,,306.4,0.3063999999999999,1045.0,0.001071707219944,0.0091181860267168,0.0034482760881486,-0.0001403046862922,-9.930111085839073e-06,3386988052949.992,3923234354193.5273,3483686447885.8486,3.960519388906112,1.206959629344121,13341898971871.695,15454260711382.316,13722809738549.09,0.0001546528872022,0.0001791383703047,0.0001590682219276,7.988772875697114e-05,9.25359868526442e-05,8.216852072467291e-05
180,180,2,25,3000,0.0012,100000.0,1050,17.15,2.43,0.81,,315.4,0.3154,1050.0,0.0010983302887324,0.0087127273026458,0.0031479107956864,-0.0001242703387041,-1.6436008677929025e-05,3434262988203.111,4029171522270.095,3580433173923.815,3.850871699484016,1.216484537315858,13245807933497.902,15540345133275.11,13809580193313.447,0.0001575675744883,0.0001848625996735,0.0001642740153479,8.121282535148015e-05,9.528111396048276e-05,8.466943126818078e-05
181,181,2,25,3000,0.0012,100000.0,1055,17.15,2.43,0.81,,318.2,0.3181999999999999,1055.0,0.001016441906222,0.0092330568503899,0.0028894066796757,-6.791286336823871e-05,0.0001017804486938,3436599187400.136,4055556936349.669,3606588460378.2393,4.322644758884942,1.3703760676530206,14800230297074.057,17465864759829.64,15532314619660.26,0.0001584488294689,0.0001869866732685,0.0001662864037267,8.147026740868816e-05,9.614368452013983e-05,8.550014426395556e-05
182,182,2,25,3000,0.0012,100000.0,1060,17.15,2.43,0.81,,328.6,0.3285999999999999,1060.0,0.001075721875577,0.0096609838269649,0.0036546353448737,-0.000221115697082,-1.5306552680704352e-05,3490816977894.324,4178417408948.1455,3718651197209.914,4.436222453410875,1.4484564485487883,15387390025364.049,18418306879852.28,16391674700250.676,0.0001616876861605,0.000193535967925,0.0001722405131872,8.296200036348158e-05,9.930336330862936e-05,8.837665908244859e-05
183,183,2,25,3000,0.0012,100000.0,1065,17.15,2.43,0.81,,308.8,0.3087999999999999,1065.0,0.0008925845307203,0.0080658625218666,0.0033515208823261,-0.0001952096851253,-1.0485419338406354e-05,3249557026414.881,3917537428400.381,3489117434152.484,5.897253211261902,1.808512565171536,19031297647385.9,22943379740258.664,20434302853056.47,0.0001512285177702,0.0001823151198118,0.0001623772266816,7.741390463248112e-05,9.332714164150286e-05,8.312093066943529e-05
184,184,2,25,3000,0.0012,100000.0,1070,17.15,2.43,0.81,,328.6,0.3286,1070.0,0.0012289860718737,0.0086479257370585,0.003251718356889,-0.0002002173387788,-1.4402754184107173e-05,3407386637965.661,4159035952271.837,3707022330956.252,3.64668130118507,1.1870606928638805,12309113643696.43,15024431220783.912,13391541377500.928,0.0001593414656384,0.0001944912493622,0.000173353491731,8.136945559971014e-05,9.931907564736652e-05,8.852484939776841e-05
185,185,2,25,3000,0.0012,100000.0,1075,17.15,2.43,0.81,,328.2,0.3282,1075.0,0.0012650052737625,0.0085048716922423,0.0030572637930275,-0.0001112083039421,-3.453605499880791e-05,3345165960814.7056,4144294286351.2905,3696702483865.249,3.4702156594909037,1.137750208671546,11596475533083.129,14366763220878.965,12815124992121.598,0.0001571627961849,0.0001947074931066,0.0001736787070756,8.006764029547456e-05,9.919503788005924e-05,8.848178183823904e-05
186,186,2,25,3000,0.0012,100000.0,1080,17.15,2.43,0.81,,325.2,0.3252,1080.0,0.0012943784952312,0.00870249461346,0.0029458083183978,-0.0002014907222921,-8.412494440110326e-05,3269409455809.8296,4096821794985.826,3657157525583.6274,3.378877764072837,1.1009570587806037,11068509896733.965,13869695183751.137,12381221995276.447,0.0001543123774448,0.0001933652911013,0.0001726136417267,7.843508038792385e-05,9.828519528308109e-05,8.773738755808429e-05
187,187,2,25,3000,0.0012,100000.0,1085,17.15,2.43,0.81,,322.2,0.3222,1085.0,0.0011294958151665,0.0084356752113867,0.0036000647985556,-0.0001615210574026,-7.891153136112058e-05,3202943941427.835,4049526244171.109,3617718734445.186,3.950603701355388,1.271831116888595,12643090534940.168,15984833910595.338,14280345309181.305,0.0001518863027083,0.0001920319494174,0.0001715552731679,7.701235733175848e-05,9.736778658740446e-05,8.698530258343801e-05
188,188,2,25,3000,0.0012,100000.0,1090,17.15,2.43,0.81,,311.2,0.3112,1090.0,0.0010164132917907,0.008677176312106,0.0031788626634412,2.4139675710439998e-05,-2.9076075486224067e-05,3049542421173.8843,3902096670799.335,3488702248032.634,4.420539527343007,1.382341360940574,13545978858391.775,17333000072090.09,15496714053540.725,0.0001452782874185,0.0001858934369101,0.0001661995860062,7.348826231230894e-05,9.40332233848002e-05,8.407119184598005e-05
189,189,2,25,3000,0.0012,100000.0,1095,17.15,2.43,0.81,,310.6,0.3106,1095.0,0.0010438714145493,0.0086005871909164,0.0029628282676844,-9.435929469655309e-05,-2.87492609590205e-05,2999695593666.6694,3885413451647.189,3476480028934.2188,4.379538924212552,1.3601252382887552,13135742704860.293,17014323556896.225,15223593779009.182,0.0001435538743828,0.0001859409187189,0.0001663709405788,7.244162951442687e-05,9.383141488385072e-05,8.395581165038098e-05
190,190,2,25,3000,0.0012,100000.0,1100,17.15,2.43,0.81,,324.8,0.3248,1100.0,0.0012256748352228,0.0079138291225835,0.0036098543595455,-6.524336260772e-05,3.84634552831538e-05,3090857340687.3022,4053467984228.237,3629670414223.632,3.630749863007568,1.1765098375917549,11195886908593.908,14682712314679.004,13147607603293.85,0.0001486028369381,0.0001948834176088,0.0001745079960837,7.48031176427654e-05,9.809965620021142e-05,8.784315582137497e-05
191,191,2,25,3000,0.0012,100000.0,1105,17.15,2.43,0.81,,309.4,0.3094,1105.0,0.001173529009884,0.009188534507368,0.003340265517855,-0.0001620040390304,3.489496046600269e-05,2900509766654.398,3852153189901.117,3452099261299.775,3.845909466522302,1.189460125679444,11150745674140.902,14809252157066.104,13271281257930.016,0.0001400851388709,0.000186046404933,0.0001667251081085,7.034071093846872e-05,9.341916277498972e-05,8.37173930808976e-05
192,192,2,25,3000,0.0012,100000.0,1110,17.15,2.43,0.81,,330.8,0.3307999999999999,1110.0,0.001063069028305,0.0088530538895246,0.0035914729038115,-0.0002367634704733,3.104471825125e-05,3054300841204.542,4108836102026.913,3685014225216.936,4.365667560553563,1.4428010229419042,13321488446379.176,17920897615190.617,16072376945884.104,0.0001482019507602,0.0001993705130351,0.0001788056662228,7.422287125288072e-05,9.984923845275246e-05,8.954990049226583e-05
193,193,2,25,3000,0.0012,100000.0,1115,17.15,2.43,0.81,,317.6,0.3176,1115.0,0.0009518885442957,0.0090768110862317,0.0029882127153843,-0.000198568489273,2.4223419422393008e-05,2887465836949.2705,3935513797552.7217,3532350320116.643,4.874449060826491,1.5425413208025582,14024040824622.145,19114271572146.305,17156159723961.162,0.0001407378303762,0.0001918206844894,0.00017217011326,7.825831748587304e-05,0.000106663318505,9.57364721984041e-05
194,194,2,25,3000,0.0012,100000.0,1120,17.15,2.43,0.81,,324.0,0.3239999999999999,1120.0,0.001209580593786,0.008366632301727,0.0031286683349948,-0.0002051185793974,7.933677610393587e-06,2899787112212.885,4005263785909.6846,3597798130883.456,3.764589939080495,1.2136188931189733,10861840819149.584,15002666057114.88,13476406744655.22,0.0001419617784552,0.0001960814184722,0.000176133557885,8.88338963634518e-05,0.0001226997618436,0.0001102172035144
195,195,2,25,3000,0.0012,100000.0,1125,17.15,2.43,0.81,,316.0,0.316,1125.0,0.0011171144918534,0.0092381596203205,0.0034794681483887,-0.0001195374775611,2.5185926450712303e-05,2783455864064.167,3897049236006.827,3503372113868.324,4.205843542698613,1.3338774104518356,11749331962230.654,16449955516861.049,14788192794607.129,0.0001368850413251,0.0001916494357262,0.0001722891470188,8.562148042961124e-05,0.0001198765639512,0.0001077667193354
196,196,2,25,3000,0.0012,100000.0,1130,17.15,2.43,0.81,,319.0,0.319,1130.0,0.0011265843164437,0.0088354755569457,0.0032366352690026,-4.746578579929528e-05,3.874726752610495e-05,2763864212076.0103,3924638918176.702,3530987396628.116,4.12149229429305,1.3106826734926365,11355952773211.3,16125254638774.574,14507849533170.355,0.0001365306610126,0.0001938711545211,0.0001744253719784,8.537058684585929e-05,0.0001212247425683,0.0001090655846543
197,197,2,25,3000,0.0012,100000.0,1135,17.15,2.43,0.81,,333.8,0.3338,1135.0,0.0012840302655149,0.0082563063722138,0.0030167561953578,3.289367672482907e-05,-2.068673091519253e-05,2842403820776.468,4096878334657.487,3688901042311.34,3.688953815453216,1.2306186035062772,10479074357474.064,15103938570794.844,13599850956147.488,0.0001410213447231,0.0002032601024869,0.0001830189580153,8.81504926601251e-05,0.0001270550795523,0.0001144026200208
198,198,2,25,3000,0.0012,100000.0,1140,17.15,2.43,0.81,,323.0,0.3229999999999999,1140.0,0.0010113212842952,0.0084090000928608,0.0033742837516494,-0.0002971087793798,-1.9689623649151765e-05,2704589697754.1704,3954799404809.302,3563832385657.462,4.845647631291486,1.5674997822594603,13125212886473.191,19192406210273.76,17295066527948.25,0.0001347849145575,0.0001970898951186,0.0001776058098561,8.421603983677889e-05,0.0001231453127616,0.0001109713057072
199,199,2,25,3000,0.0012,100000.0,1145,17.15,2.43,0.81,,313.8,0.3137999999999999,1145.0,0.0012411546159454,0.0089917106737613,0.003288073569764,-5.560890463226233e-05,3.187229328831862e-06,2580357456007.0493,3832900635876.711,3456771279985.2783,3.734830152122712,1.1642862685598132,9573851988543.465,14221139512764.275,12825593801270.838,0.0001291577308593,0.0001918527789965,0.0001730259245994,8.151127040483219e-05,0.000121078031045,0.0001091964285314
200,200,2,25,3000,0.0012,100000.0,1150,17.15,2.43,0.81,,309.0,0.309,1150.0,0.0010690815219276,0.0083180467186704,0.0031234138099523,-0.0001889630764102,-1.9012943358476503e-05,2496911458411.852,3765158473522.6016,3398427607066.91,4.377503172616767,1.3487254668541673,10898537451262.28,16434191326801.6,14833481750522.355,0.000125540478001,0.0001893057893275,0.0001708671826571,8.003434381729122e-05,0.0001206858924777,0.0001089309445177
201,201,2,25,3000,0.0012,100000.0,1155,17.15,2.43,0.81,,310.2,0.3102,1155.0,0.0011195119141575,0.0078981565994813,0.0030695539135346,-0.0001015054952525,1.0002586316855754e-05,2460546886619.281,3770632412792.858,3406136542879.3174,4.300593233135029,1.3382398194206824,10615092911752.123,16266958217916.465,14694479535992.922,0.0001242363479082,0.0001903843421222,0.000171980451527,7.920729467801124e-05,0.0001213801672573,0.0001096467059142
202,202,2,25,3000,0.0012,100000.0,1160,17.15,2.43,0.81,,319.4,0.3194,1160.0,0.0011258751609602,0.0089264368570209,0.0034079050971818,-1.392252203572446e-05,-4.207290233253873e-05,2485483828551.409,3873043553012.009,3501505080218.124,4.374208433235625,1.4049323626285757,10932801088045.867,17036206103620.965,15401934267710.738,0.000126038718249,0.0001964017788154,0.0001775610877785,8.03549746874981e-05,0.0001252143800296,0.0001132026484569
203,203,2,25,3000,0.0012,100000.0,1165,17.15,2.43,0.81,,319.0,0.319,1165.0,0.0012131148062507,0.0080263530851855,0.003796649824524,-1.1544598550375249e-05,-2.539071233172395e-05,2434392106851.968,3858785592723.991,3491475423686.527,3.98312881402816,1.2683966954058428,9679545152517.564,15343168946993.062,13882683039168.355,0.0001239935949769,0.0001965438092492,0.0001778351927521,7.903536885949514e-05,0.0001252799587265,0.0001133548072219
204,204,2,25,3000,0.0012,100000.0,1170,17.15,2.43,0.81,,318.2,0.3181999999999999,1170.0,0.0011831234856344,0.0086625270473209,0.0033190679282386,5.500491336768914e-05,1.806488914658622e-05,2380428255801.569,3839724365086.246,3477088974973.927,4.142003411208534,1.3201119818640743,9875650101984.443,15929811883739.09,14425351407512.74,0.000121769821273,0.0001964195091932,0.0001778690460429,7.76109345153798e-05,0.0001251894887104,0.000113366207985
205,205,2,25,3000,0.0012,100000.0,1175,17.15,2.43,0.81,,312.0,0.312,1175.0,0.0012412860192852,0.0092024533358417,0.0032816943774093,2.320451540785708e-05,-2.784012864691228e-05,2287120883306.881,3755707689884.897,3403818592627.1167,3.807593401566659,1.1874706640512946,8704772288673.091,14294207386186.447,12954918988772.645,0.0001174880959892,0.000192928563067,0.0001748522207372,7.487758581843328e-05,0.0001229573508382,0.0001114369251927
206,206,2,25,3000,0.0012,100000.0,1180,17.15,2.43,0.81,,332.8,0.3328,1180.0,0.0013199727774462,0.008957883976648,0.0032320756630248,-1.988937390845364e-05,-3.619917132140165e-05,2389541400073.612,3996273612188.0234,3624851093649.362,3.6733053906457966,1.2299755316074408,8831362541627.188,14769587621994.44,13396869443837.7,0.000123280752533,0.0002061749665535,0.000187012608625,7.855604685579442e-05,0.0001313772831547,0.0001191667875472
207,207,2,25,3000,0.0012,100000.0,1185,17.15,2.43,0.81,,311.8,0.3118,1185.0,0.0011970308324634,0.0074533446997791,0.0034650351691025,-0.0001478564666548,2.825491724199448e-06,2191862366002.5945,3734909624420.872,3390602349713.2773,4.091662065297013,1.2883553649773551,9056759584770.371,15432619795792.775,14009944604739.986,0.0001135612960587,0.0001935072129484,0.0001756685105897,7.235206394589743e-05,0.0001232871297804,0.0001119217528557
208,208,2,25,3000,0.0012,100000.0,1190,17.15,2.43,0.81,,316.4,0.3164,1190.0,0.0011772631591156,0.0090511577081465,0.0033426840498123,-0.0001880876795624,-3.98952384173008e-05,2176611563732.7507,3780679982329.0186,3435025515611.5303,4.338132639226688,1.3711181948081357,9432337920555.508,16383562302522.812,14885669987626.947,0.0001132386734763,0.0001966906696495,0.0001787079234652,7.214370208424624e-05,0.0001253104848221,0.0001138537815286
209,209,2,25,3000,0.0012,100000.0,1195,17.15,2.43,0.81,,315.2,0.3152,1195.0,0.0010485992532266,0.0079064252250718,0.0035638505901647,-8.914819734539428e-05,-2.4135098425897304e-05,2120949432761.98,3757045570676.552,3416420290048.738,5.271315686253731,1.6760244488346694,11277801726050.451,19977475354822.027,18166256134570.168,0.0001108145863618,0.000196296735993,0.000178499871535,7.058091483705372e-05,0.0001250268909605,0.0001136915693578
210,210,2,25,3000,0.0012,100000.0,1200,17.15,2.43,0.81,,324.4,0.3243999999999999,1200.0,0.0014299815514732,0.0093167427905653,0.0029660232541367,-9.657124383657106e-05,4.952383083803976e-05,2131936104279.14,3857138662006.3057,3510398035581.576,3.4751673595443138,1.129611665864618,7423735802317.151,13431161619789.666,12223756389707.73,0.0001118546750831,0.0002023695695773,0.0001841773920402,7.123240785047228e-05,0.0001288750041599,0.0001172896805331
211,211,2,25,3000,0.0012,100000.0,1205,17.15,2.43,0.81,,320.2,0.3202,1205.0,0.0013337648878859,0.0088911300838536,0.0033452474371206,-4.1324453192608826e-05,1.8891685925581357e-07,2055072817203.9597,3797757358729.386,3459283197252.9595,3.6410267537667416,1.1698062598388703,7507923316645.518,13874579424081.111,12638011051536.334,0.0001082831081245,0.0002001062771419,0.000182271855939,6.893580365913574e-05,0.0001273927879512,0.0001160389380321
212,212,2,25,3000,0.0012,100000.0,1210,17.15,2.43,0.81,,306.6,0.3066,1210.0,0.0012856644289513,0.008804945944554,0.0027947428888854,-1.999380224350013e-05,2.757472695606964e-05,1920369113051.6028,3627411553277.803,3306930311306.052,3.800387684005762,1.160286738182622,7267380346670.904,13727454400517.484,12514635956629.297,0.0001016053401173,0.000191923720347,0.0001749672897471,6.467304672913611e-05,0.0001221618048824,0.0001113688285754
213,213,2,25,3000,0.0012,100000.0,1215,17.15,2.43,0.81,,308.2,0.3082,1215.0,0.0011163298249811,0.0087326095316077,0.0030998873598251,-0.000103756491572,-4.326301792249757e-05,1882265427616.434,3637252175749.69,3318734111840.289,4.684987507538147,1.440389221691296,8796868378653.05,16998893025707.557,15510281779214.762,9.999349951894668e-05,0.0001932254443766,0.0001763044855135,6.363584023694194e-05,0.000122968628633,0.0001122001342803
214,214,2,25,3000,0.0012,100000.0,1220,17.15,2.43,0.81,,326.6,0.3266,1220.0,0.0012625971746273,0.0089367778192813,0.0029152096726871,-4.7849270587059576e-05,8.654611550374667e-05,1944881440956.795,3844769812643.952,3511088409028.8174,4.001643231660255,1.311920059758291,7812397355305.661,15444061979059.178,14103696617849.75,0.0001037527016293,0.0002051051785492,0.0001873044291671,6.600896150736306e-05,0.0001304908655216,0.0001191657726583
215,215,2,25,3000,0.0012,100000.0,1225,17.15,2.43,0.81,,295.2,0.2952,1225.0,0.0014480505778919,0.0085216236955963,0.003284248867663,-0.0001182564659944,-0.0001136850282954,1710884896633.731,3466419954524.945,3168301632440.436,3.407545836748981,1.00488252954472,5823978125640.788,11799948686881.168,10785131974144.348,9.16438514270012e-05,0.0001856793966216,0.0001697106360869,5.828922383013328e-05,0.0001180996623536,0.0001079428799552
216,216,2,25,3000,0.0012,100000.0,1230,17.15,2.43,0.81,,303.4,0.3034,1230.0,0.0013293827526012,0.0089609429085392,0.0031154045586741,8.53121335536758e-06,2.2693059016394417e-05,1710091903980.6355,3553761841474.3115,3250941445082.082,3.761730732426652,1.1416038942514035,6434566832933.723,13371748047030.695,12232325028638.73,9.196851770811674e-05,0.0001911208444921,0.000174835203397,5.8485875359297234e-05,0.0001215401766613,0.0001111835894403
217,217,2,25,3000,0.0012,100000.0,1235,17.15,2.43,0.81,,313.4,0.3134,1235.0,0.0009819869081183,0.0089072188931272,0.0028274854468618,-1.254690758718006e-05,-9.532370946034728e-05,1716547164011.6155,3661650613306.0913,3352546283884.571,5.1753126807516585,1.6141295452076136,8840872664880.309,18858897380870.902,17266892177709.25,9.269434425553024e-05,0.000197730834089,0.00018103905671,5.892692314862e-05,0.0001256998985003,0.0001150887324067
218,218,2,25,3000,0.0012,100000.0,1240,17.15,2.43,0.81,,313.2,0.3132,1240.0,0.0015355271035786,0.0085297287055341,0.0031090678494857,6.86344429382807e-06,6.249300954490371e-06,1706940000000.0,3650077313631.79,3344864891056.5864,3.301864878189581,1.0340825428369371,5635749858461.307,12051344923473.107,11043634712611.074,9.254873331228676e-05,0.0001979038700062,0.0001813555302283,5.881781343036719e-05,0.0001257745242595,0.0001152575012079
219,219,2,25,3000,0.0012,100000.0,1245,17.15,2.43,0.81,,309.8,0.3097999999999999,1245.0,0.001459429302622,0.0082171813661557,0.0037601425296254,-1.8857069092961776e-05,4.7150880553147055e-05,1688410000000.0,3601316926663.025,3303072333727.2134,3.439806398647208,1.064687405241645,5802546358566.966,12376619671083.512,11351644649197.844,9.192328650537812e-05,0.0001960690162023,0.0001798314772366,5.839410252109269e-05,0.0001245524901098,0.0001142376226687
220,220,2,25,3000,0.0012,100000.0,1250,17.15,2.43,0.81,,309.2,0.3092,1250.0,0.0013467021108226,0.0085340842009592,0.0037825969492175,0.0001405572274046,-2.181085684105556e-05,1685140000000.0,3585223527696.432,3291204016515.361,3.873363055954696,1.2045748200321316,6564932769175.115,13967237987224.754,12821802994447.02,9.211371045015411e-05,0.0001959767389826,0.0001799049419096,5.849697819649881e-05,0.0001244553820626,0.0001142489583027
221,221,2,25,3000,0.0012,100000.0,1255,17.15,2.43,0.81,,298.0,0.298,1255.0,0.0012304451306589,0.0078783139945154,0.0032628290778413,-2.6067738174454853e-05,3.7723694953845655e-05,1624100000000.0,3446569428612.7163,3166715378983.082,4.132988499008225,1.2319138448357994,6713930454355.107,14247908041261.129,13091008449743.973,8.911916662419807e-05,0.0001891234500279,0.0001737670312855,5.658224562638158e-05,0.0001200755113466,0.0001103256372159
222,222,2,25,3000,0.0012,100000.0,1260,17.15,2.43,0.81,,316.2,0.3162,1260.0,0.0015248361923113,0.0094116443565906,0.003961319746937,-0.0001126328126175,-1.6894197875006553e-05,1723290000000.0,3647739568004.672,3354523793012.29,3.3655364520648825,1.0643402011994887,5800654096537.213,12278418297702.176,11291443797543.244,9.494919280474422e-05,0.000200981800825,0.0001848263068843,6.0256159220123496e-05,0.0001275460173291,0.0001172935024165
223,223,2,25,3000,0.0012,100000.0,1265,17.15,2.43,0.81,,302.4,0.3023999999999999,1265.0,0.0014592071599508,0.009631352282994,0.0031218991367611,-3.4944535259243784e-05,-8.39200708110324e-05,1648080000000.0,3479622242645.693,3202770601373.3784,3.590796495208788,1.0858549861856397,5917909674711.733,12494593790407.676,11500477602877.188,9.116563863225932e-05,0.0001924797242547,0.0001771653240539,5.783173116568443e-05,0.0001221012196584,0.0001123863941094
224,224,2,25,3000,0.0012,100000.0,1270,17.15,2.43,0.81,,303.8,0.3037999999999999,1270.0,0.0012638036839688,0.0092081699763023,0.003308402919264,-9.5337771945221e-05,-5.531861378757914e-05,1655710000000.0,3486772248179.5225,3212222644794.3403,4.192446981998209,1.275230213910723,6950004665813.44,14636067544120.95,13483618730908.344,9.194297053038948e-05,0.0001936233990617,0.0001783774283946,5.830724425365276e-05,0.0001227896679559,0.0001131211687717
225,225,2,25,3000,0.0012,100000.0,1275,17.15,2.43,0.81,,317.2,0.3172,1275.0,0.0014271723852288,0.009891320646542,0.0034714055985352,-0.0001294290151945,7.3966540842480305e-06,1728740000000.0,3631212142188.962,3348294546291.014,3.863805587473429,1.2362861568817736,6737759555005.666,14152639672412.434,13049969094395.713,9.637986576906362e-05,0.000202445560838,0.0001866724776003,6.109247944135617e-05,0.0001283245329799,0.0001183264202441
226,226,2,25,3000,0.0012,100000.0,1280,17.15,2.43,0.81,,302.6,0.3026,1280.0,0.0015698218354372,0.008016453271232,0.003009730182809,-0.0001577725621404,-3.961050933457792e-06,1649170000000.0,3455151675110.9155,3188825741450.357,3.3139230142718232,1.0059951633702724,5482673640367.986,11486668452981.746,10601266598577.934,9.230089960136104e-05,0.0001933782495872,0.0001784724950173,5.8485560981491525e-05,0.0001225322337872,0.0001130873484
227,227,2,25,3000,0.0012,100000.0,1285,17.15,2.43,0.81,,314.8,0.3147999999999999,1285.0,0.0015443231505286,0.0086214155771143,0.0029716824633257,-9.997635661722076e-05,-3.609571760245565e-05,1715660000000.0,3585170134177.954,3311820189572.118,3.345565972717334,1.0541483869896455,5745108709093.568,12005404428294.604,11090056895925.002,9.639024047843448e-05,0.0002014241815916,0.0001860666708404,6.10526915124923e-05,0.0001275802234834,0.0001178529174654
228,228,2,25,3000,0.0012,100000.0,1290,17.15,2.43,0.81,,296.2,0.2961999999999999,1290.0,0.001409999784846,0.0085186142950362,0.0033282721562409,7.064375472518531e-05,9.291624371920498e-05,1614290000000.0,3364604657129.292,3110899731991.5693,3.711161669963704,1.095555383618299,5970776840719.7295,12444668284487.498,11506289497907.111,9.105124556478234e-05,0.0001897747275053,0.0001754649384094,5.764353840605327e-05,0.0001201442849638,0.0001110849154602
229,229,2,25,3000,0.0012,100000.0,1295,17.15,2.43,0.81,,308.4,0.3083999999999999,1295.0,0.0014412684706712,0.0086883427570293,0.0032543593222041,-0.0001331983347026,8.066766167309093e-05,1680780000000.0,3494092282228.4546,3233575639294.6475,3.657428746865517,1.125358939099714,6133206218093.44,12750025887954.318,11799394458285.682,9.516894710563117e-05,0.0001978421230556,0.0001830911772974,6.02207787089354e-05,0.0001251900653961,0.000115855997223
230,230,2,25,3000,0.0012,100000.0,1300,17.15,2.43,0.81,,308.0,0.3079999999999999,1300.0,0.0014013977077865,0.0082650437678413,0.0032489021009212,-5.434593059923087e-05,-1.6894456157165552e-05,1678600000000.0,3480477170991.516,3223931675601.301,3.763573659804802,1.1583096187075657,6312787421956.233,13089188911855.744,12124386590600.604,9.541947494978324e-05,0.0001978466008761,0.0001832633550338,6.034678007901956e-05,0.0001251254559798,0.0001159024757638
231,231,2,25,3000,0.0012,100000.0,1305,17.15,2.43,0.81,,295.6,0.2956,1305.0,0.0014341881865675,0.0090077538617047,0.0032840219503103,-8.543382805179841e-05,-2.157676206705961e-05,1611020000000.0,3322993074674.052,3088906476196.408,3.740192167401188,1.1082066306246952,6039726136904.589,12457926112563.354,11580333688431.74,9.192676601852048e-05,0.0001896140376014,0.0001762567707976,5.848662738563301e-05,0.0001206382650515,0.0001121399623234
232,232,2,25,3000,0.0012,100000.0,1310,17.15,2.43,0.81,,313.6,0.3136,1310.0,0.0012355098797797,0.0095362893238693,0.0033214875047026,-0.0001246233136748,-6.838572012128844e-06,1709120000000.0,3506843692244.173,3271450511602.7554,4.362977872598894,1.3699665202312132,7466317535260.112,15319701690237.66,14291382887401.305,9.789095425266616e-05,0.0002008567423286,0.0001873744455457,6.266411970243048e-05,0.0001285768541169,0.0001199462685238
233,233,2,25,3000,0.0012,100000.0,1315,17.15,2.43,0.81,,297.6,0.2976,1315.0,0.0015070785107581,0.0091998215457384,0.0034450194192791,-7.929617808995571e-05,1.1598741511858873e-05,1621920000000.0,3310370078333.879,3099273834324.0,3.6398643032019855,1.0791655192136658,5881452079714.479,12004157407172.592,11238674249340.012,9.325450184063804e-05,0.0001903342412468,0.0001781969748739,5.965101332651713e-05,0.0001217488714969,0.000113985168685
234,234,2,25,3000,0.0012,100000.0,1320,17.15,2.43,0.81,,276.8,0.2768,1320.0,0.0015103983004336,0.0073655877231323,0.0032325866020432,-3.3136408651971795e-05,7.029151734052764e-05,1508560000000.0,3067576963632.91,2877760041787.403,3.7336518686814735,1.033295042709477,5631457982766.649,11451271927932.355,10742684917941.98,8.706332105135713e-05,0.0001770386580808,0.0001660837795161,5.565409872352985e-05,0.0001131696658906,0.0001061669018588
