,Simulation Number,SU.numberRays,SU.photonEnergy,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,PhotonFlux9,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,FluxPerMilPerBwAbs9,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,AXUVCurrentAmp9,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7,GaAsPCurrentAmp9
298,298,500000.0,1640,17.15,2.43,0.81,,0.0049199999999999,2979.0,0.5958,1640.0,0.0021275631604567,0.0115776124008992,0.0008897808727203,9.806107920789944e-05,-3.930396443119453e-06,139715100000.0,5055294651371.013,5106183369333.052,4903837334543.739,4697095626911.156,2.3125047901956868,1.37779035399859,323091838012.6694,11690393097146.102,11808073501200.232,11340147326472.844,10862056137239.262,9.894028723490472e-06,0.0003579944507528,0.0003615981731651,0.000347268888211,0.0003326283204151,6.43160768210945e-06,0.0002327140868459,0.0002350566845277,0.0002257419410834,0.0002162248484068
299,299,500000.0,1645,17.15,2.43,0.81,,0.0049349999999999,2952.0,0.5904,1645.0,0.0017901455662467,0.011012388217239,0.0008127647835712,3.1075837011441e-05,-1.0548841928428257e-05,138448800000.0,4990809454952.435,5048470836471.085,4850969325725.064,4647738432644.628,2.7567590552687222,1.6275905462306537,381669983091.0883,13758459158060.88,13917417693701.725,13372953615523.38,12812695010713.535,9.829137562889845e-06,0.0003543212558209,0.0003584149110278,0.0003443933411911,0.0003299650153038,6.388106806195756e-06,0.0002302788023269,0.0002329393314448,0.0002238264987945,0.0002144493091669
300,300,500000.0,1650,17.15,2.43,0.81,,0.0049499999999999,2891.0,0.5781999999999999,1650.0,0.0019771214761021,0.0109430651471867,0.0010706227196681,8.555354547931254e-05,-3.493000624286486e-06,135587899999.99995,4869398499160.604,4932952778197.551,4742480791841.546,4545052648398.76,2.5036397913995287,1.4476045273872071,339463261672.30005,12191219842679.633,12350336864590.24,11873463620402.44,11379174664536.943,9.649910542559056e-06,0.0003465593899822,0.0003510826041282,0.0003375265447069,0.0003234754094448,6.270656627787591e-06,0.0002251994903092,0.0002281387427135,0.0002193298119486,0.0002101991734758
301,301,500000.0,1655,17.15,2.43,0.81,,0.004965,2906.0,0.5812,1655.0,0.0021502652598428,0.0122435498986549,0.0009025817989224,0.0002435372268397,8.969114625850295e-06,136291400000.00002,4876287514269.727,4947292713085.69,4758796119122.849,4561955130061.983,2.309017446695322,1.3420009400193214,314699220434.5308,11259432945551.363,11423385188423.494,10988143264320.646,10533633986354.346,9.72467504992617e-06,0.0003479332630399,0.0003529996317568,0.0003395500074642,0.0003255049932145,6.317567003810249e-06,0.0002260324063091,0.0002293237372452,0.0002205862830672,0.0002114620379755
302,302,500000.0,1660,17.15,2.43,0.81,,0.0049799999999999,2900.0,0.58,1660.0,0.0019716542601599,0.0118152484482581,0.001038762724881,1.1208892674216257e-07,4.565889713378266e-06,136009999999.99998,4847881477336.317,4925846536513.297,4740696670596.557,4545870284090.909,2.5257978037163,1.464962726155454,343533759283.4539,12244768388133.002,12441692363368.828,11974041238677.955,11481949179536.01,9.728489578558684e-06,0.0003467580650713,0.0003523347305054,0.0003390913767738,0.0003251558832751,6.31893403703738e-06,0.00022522934545,0.0002288515501859,0.0002202496106984,0.0002111981065076
303,303,500000.0,1665,17.15,2.43,0.81,,0.0049949999999999,2795.0,0.559,1665.0,0.0021625450167448,0.012032919808289,0.0010288464942031,-1.2303676223698565e-06,1.1610931628594144e-05,131085500000.00002,4654680699496.363,4736672047171.803,4561076340249.941,4374853971332.645,2.309778506955056,1.291166185387876,302778470473.457,10751281436435.225,10940663289052.23,10535076099290.535,10104943674051.111,9.400296634376537e-06,0.0003337926720619,0.0003396723688216,0.0003270801924727,0.0003137259655919,6.103770927284453e-06,0.0002167372038049,0.0002205549899386,0.0002123786777541,0.0002037075533246
304,304,500000.0,1670,17.15,2.43,0.81,,0.00501,2759.0,0.5518000000000001,1670.0,0.002142057814126,0.011958211486518,0.0010485720546012,-1.0116024057373384e-05,-1.6799261678519114e-05,129397100000.00002,4577281355344.152,4664977585880.119,4494457319452.96,4312163516373.9673,2.3388724463742494,1.290589815909311,302643311830.7334,10705677241317.018,10910787538568.473,10511962385873.596,10085600432707.363,9.30085303305462e-06,0.0003290075370854,0.0003353109994641,0.0003230542801312,0.000309951298138,6.038664183945381e-06,0.0002136111626949,0.00021770374349,0.0002097459559855,0.0002012387246827
305,305,500000.0,1675,17.15,2.43,0.81,,0.0050249999999999,2789.0,0.5578,1675.0,0.001666534009928,0.0112421079212762,0.0010345337432595,0.0002409113243471,1.0022470366975953e-05,130804099999.99998,4609416352546.167,4704900606775.01,4535370525300.637,4352641181146.694,3.015239995142431,1.6819008692904478,394405753848.6101,13898496540460.746,14186404482717.9,13675230600676.615,13124257773897.502,9.424519043318476e-06,0.0003321113955384,0.0003389910971098,0.0003267763463393,0.0003136105802528,6.117729869534612e-06,0.0002155831820339,0.0002200489967459,0.0002121200461762,0.0002035737638596
306,306,500000.0,1680,17.15,2.43,0.81,,0.00504,2781.0,0.5562,1680.0,0.0018459111477113,0.0116437778099094,0.0011165859014582,0.0001198156372363,-1.2100248226544762e-05,130428900000.0,4578603166479.676,4680634363043.479,4514426742796.511,4333763736725.207,2.730358937508321,1.5186256410421284,356117712824.3791,12501230076901.682,12779811866344.33,12326005404921.031,11832730551617.129,9.42062285389529e-06,0.0003307034992172,0.0003380730118188,0.000326068162389,0.0003130192288793,6.113606322243159e-06,0.0002146133047632,0.0002193958228123,0.000211605157109,0.0002031369227215
307,307,500000.0,1685,17.15,2.43,0.81,,0.005055,2832.0,0.5664,1685.0,0.0020159946279818,0.0121586601706404,0.0010588265515343,-3.256022739337901e-05,1.148966344220333e-05,132820800000.0,4644653532407.008,4755503066948.079,4589135601603.396,4406729942975.207,2.5074471577637056,1.420218070157363,333041137451.9016,11646223298631.107,11924172648955.545,11507015020832.668,11049642470545.4,9.616199665221564e-06,0.0003362719976344,0.0003442974820234,0.0003322525104185,0.00031904637679,6.23917475408912e-06,0.0002181797208034,0.0002233868089809,0.0002155718004154,0.0002070034076612
308,308,500000.0,1690,17.15,2.43,0.81,,0.00507,2707.0,0.5414,1690.0,0.0016810786933092,0.0113109634207755,0.0010820728618675,8.193688334036889e-05,2.935705073153853e-06,126958299999.99998,4422521241909.036,4535118629949.346,4378855072247.1113,4206001669473.14,3.0159206824634586,1.6328194574857164,382896162780.40045,13337973282107.443,13677558073489.574,13206279577900.086,12684967425439.877,9.21284333330299e-06,0.0003209242352797,0.0003290949661082,0.0003177555603678,0.0003052122975848,5.9767020365122255e-06,0.0002081950665142,0.0002134957127768,0.0002061394334036,0.0001980021687712
309,309,500000.0,1695,17.15,2.43,0.81,,0.0050849999999999,2666.0,0.5332,1695.0,0.0016938289968493,0.0118057986986639,0.0010095496941396,-2.0094938288828315e-05,-5.964892141504983e-06,125035400000.0,4338672835073.79,4456019856774.697,4304926926008.017,4136169968904.959,3.002074004789464,1.6007058593537422,375365524018.4526,13025016933461.23,13377301376848.99,12923709217086.885,12417088343040.422,9.094717539735224e-06,0.0003155826584496,0.0003241181453317,0.0003131280774984,0.0003008531788879,5.898633555609546e-06,0.0002046799640084,0.0002102158928722,0.0002030879768465,0.0001951267478673
310,310,500000.0,1700,17.15,2.43,0.81,,0.0051,2680.0,0.536,1700.0,0.0018584796152936,0.0115057379198476,0.0010065899861624,0.0001424821440135,3.660614255558912e-07,125692000000.0,4344502735824.632,4468850502147.599,4319887134166.471,4151730167355.372,2.744178606012991,1.4708797328229632,344921297346.98486,11922091461414.863,12263323941463.854,11854541853970.4,11393089103195.348,9.163283442676956e-06,0.0003167258853852,0.0003257911705926,0.000314931342096,0.0003026722488383,5.942181775203877e-06,0.0002053895632111,0.0002112681953503,0.0002042258425323,0.0001962760982085
311,311,500000.0,1705,17.15,2.43,0.81,,0.005115,2699.0,0.5398000000000001,1705.0,0.0020350549680188,0.0115396451347454,0.0009700300958181,8.977119689346013e-05,-2.1332595435601525e-06,126583100000.00002,4358229292310.3486,4489888410698.946,4342812680924.311,4174960278770.662,2.5134456220509893,1.356757946783124,318159738520.64264,10954172334651.826,11285090369368.74,10915423520256.729,10493535634912.898,9.248818930931586e-06,0.0003184348746717,0.0003280545738778,0.000317308456949,0.0003050442883938,5.9967690817228095e-06,0.0002064674879283,0.0002127047291594,0.0002057371387861,0.000197785270839
312,312,500000.0,1710,17.15,2.43,0.81,,0.0051299999999999,2679.0,0.5357999999999999,1710.0,0.0020400500120558,0.0121247179017492,0.0010845125927841,2.896835115314303e-07,2.1499522886258857e-05,125645099999.99998,4308986649693.6216,4446052290433.424,4302865783543.609,4137865363481.405,2.514644234054935,1.347346380606634,315952726252.2557,10835568433271.758,11180239756445.146,10820176632500.207,10405259277574.145,9.201353466570318e-06,0.0003155595343277,0.0003255972469689,0.0003151112856259,0.0003030278284347,5.964751288892264e-06,0.0002045605731745,0.0002110674919264,0.0002042699972248,0.0001964369303704
313,313,500000.0,1715,17.15,2.43,0.81,,0.0051449999999999,2602.0,0.5204,1715.0,0.0020338495039595,0.0116510033457926,0.0009141403832401,2.7293405048717685e-05,7.659226223204217e-06,122033799999.99998,4168677067403.124,4308001858805.154,4171627739550.192,4012953719318.1816,2.529685696991604,1.316448436714431,308707158409.53394,10545442752786.586,10897890684832.64,10552907025913.535,10151511626448.465,8.956983087361109e-06,0.0003059707227784,0.0003161968224347,0.0003061872949127,0.0002945410090835,5.805134694149378e-06,0.0001983035181456,0.0002049311834345,0.0001984438813012,0.0001908957752854
314,314,500000.0,1720,17.15,2.43,0.81,,0.0051599999999999,2624.0,0.5248,1720.0,0.0018780520767904,0.011871557340328,0.0008591881048478,-3.2037568235828384e-05,4.176021934730184e-07,123065600000.0,4187323807715.544,4334077705896.135,4199270252550.7407,4040788702743.2026,2.7475276451429607,1.4419025081710255,338126138166.10547,11504787920863.742,11907998313147.412,11537611108309.62,11102178668968.31,9.053283791593349e-06,0.0003080392145209,0.0003188351208322,0.0003089180511364,0.000297259403666,5.866188723854558e-06,0.0001995978705986,0.0002065932134295,0.0002001673238007,0.0001926129570205
315,315,500000.0,1725,17.15,2.43,0.81,,0.005175,2507.0,0.5014000000000001,1725.0,0.0020231672599493,0.0115053179910335,0.0009195884759375,0.0001635126729168,-1.5723388750949422e-05,117578300000.00005,3984758257529.992,4130941015775.089,4004742859133.298,3854769198622.357,2.5578705737505865,1.2825163056785442,300750073681.61865,10192495890445.629,10566412466150.455,10243613914814.852,9860000701756.256,8.668257279691555e-06,0.0002937694266173,0.0003045464982226,0.000295242756886,0.0002841862075526,5.615894577464454e-06,0.0001903240843843,0.0001973062142446,0.0001912786092905,0.0001841154144933
316,316,500000.0,1730,17.15,2.43,0.81,,0.0051899999999999,2563.0,0.5126000000000001,1730.0,0.0020727706721572,0.0122289762368451,0.0011118407561689,2.4412047303986933e-05,-1.4441928613856376e-05,120204700000.00002,4057553937170.968,4213107837797.736,4086747224245.7495,3934897180350.453,2.503894941063792,1.2834965467893,300979940222.0909,10159688776375.86,10549179401217.96,10232785700195.428,9852569143485.68,8.88057393279787e-06,0.0002997670450935,0.0003112591740623,0.0003019238088824,0.0002907053162485,5.752907449771712e-06,0.0001941915105898,0.0002016362044642,0.0001955886795749,0.0001883212495262
317,317,500000.0,1735,17.15,2.43,0.81,,0.0052049999999999,2581.0,0.5162,1735.0,0.0017300871634233,0.0109708171480575,0.0011357876283885,0.0002308886730058,4.521478528704255e-06,121048900000.0,4069722671096.919,4232517702538.071,4107944801206.802,3956512307407.856,3.008518940572164,1.552997477123351,364177908385.4258,12243837738871.02,12733609674392.77,12358829741255.615,11903242215443.412,8.962395735512548e-06,0.0003013200872718,0.0003133733442245,0.0003041500333175,0.0002929380525673,5.804686469754695e-06,0.0001951563717189,0.0002029629202819,0.0001969892465446,0.0001897275684308
318,318,500000.0,1740,17.15,2.43,0.81,,0.0052199999999999,2414.0,0.4828,1740.0,0.0019016929509234,0.0115003832557807,0.0008254653433131,-3.1868078859756494e-05,-9.193375879410884e-06,113216600000.0,3791125853111.2456,3949138290823.897,3835127758859.024,3694881469148.036,2.744922621428012,1.325248641625444,310770806461.1666,10406347114885.629,10840079029630.068,10527128941358.645,10142163728159.611,8.399709753071572e-06,0.0002812693262604,0.0002929925065552,0.0002845338937961,0.0002741288107295,5.439784362432553e-06,0.0001821544467133,0.0001897465629554,0.0001842686320784,0.0001775301363661
319,319,500000.0,1745,17.15,2.43,0.81,,0.005235,2480.0,0.496,1745.0,0.0022483122868379,0.0109710853189268,0.0010188642257358,4.604298562660176e-05,1.951633399194017e-05,116312000000.0,3879088564770.864,4047329205778.9927,3932772028524.41,3790117257280.967,2.3284131971553235,1.1548929457890404,270822395787.53,9032121007146.783,9423854735967.98,9157118292619.55,8824959040619.143,8.647005071140946e-06,0.0002883838167255,0.0003008913626018,0.0002923748166508,0.000281769405942,5.600566258504711e-06,0.0001867828988376,0.0001948838932091,0.0001893678238302,0.0001824988206453
320,320,500000.0,1750,17.15,2.43,0.81,,0.0052499999999999,2410.0,0.482,1750.0,0.0017438013933315,0.012551628089719,0.0009481893844068,0.0002363174407893,-3.3139558410240466e-06,113028999999.99998,3754352369034.263,3923585584537.29,3814759783872.737,3677517234803.6255,3.010663955239709,1.4511400264255396,340292336196.789,11303093352720.264,11812597694664.545,11484959779203.672,11071768583596.082,8.420358404032339e-06,0.0002796892171238,0.0002922966393642,0.0002841894080766,0.0002739652049832,5.454251535725832e-06,0.0001811675072278,0.0001893339116511,0.0001840824868804,0.0001774598025779
321,321,500000.0,1755,17.15,2.43,0.81,,0.005265,2462.0,0.4924,1755.0,0.0021044889117547,0.0115556614779585,0.0010572081724717,3.584825968820487e-05,3.1760940564701164e-05,115467800000.00002,3819784394580.133,3998534296134.323,3889912191552.386,3751123967081.5713,2.5017950774613458,1.2318838961419667,288876773645.2912,9556317795324.242,10003513419129.217,9731763172582.637,9384543475791.95,8.619476895884111e-06,0.0002851404749752,0.0002984838542254,0.0002903753969687,0.0002800150896427,5.583738327699681e-06,0.0001847153624436,0.0001933592672931,0.0001881065699299,0.0001813951133298
322,322,500000.0,1760,17.15,2.43,0.81,,0.0052799999999999,2395.0,0.479,1760.0,0.0019333066097715,0.011313463585402,0.0010953560315582,8.814158597244348e-05,-9.297157560844249e-06,112325500000.0,3700683226892.207,3880274259664.194,3777090519473.396,3643456280483.3833,2.7310722330918606,1.3081835996510012,306769054118.1598,10106833204434.092,10597309287349.955,10315507039608.305,9950542280112.318,8.40214659372042e-06,0.0002768176680208,0.0002902513957519,0.0002825330690036,0.0002725369909453,5.443313706961305e-06,0.0001793357673374,0.0001880387807256,0.0001830384783248,0.0001765625393367
323,323,500000.0,1765,17.15,2.43,0.81,,0.0052949999999999,2219.0,0.4438,1765.0,0.0019214063331673,0.0109339577196149,0.0010119338220774,0.000100572799585,-5.577436173412807e-06,104071100000.0,3414695711573.3154,3586375526669.27,3493074332089.962,3370536253317.2207,2.755793976837427,1.2230213669204502,286798510542.8456,9410197874686.334,9883312075072.33,9626193205018.936,9288503505603.783,7.799461041903401e-06,0.0002559095288929,0.0002687758292349,0.0002617835034856,0.0002526000609013,5.053884218858505e-06,0.00016582391047,0.0001741609983668,0.0001696301205834,0.0001636794458762
324,324,500000.0,1770,17.15,2.43,0.81,,0.0053099999999999,2282.0,0.4564,1770.0,0.0017559810435159,0.0119761137394729,0.0010830882566511,1.7835302074815e-05,1.1904443594082953e-05,107025800000.00002,3497206850781.048,3679197226239.75,3585612340756.994,3460907343033.233,3.023950639790506,1.380131072000387,323640736384.0908,10575380893899.09,11125710806203.146,10842714731872.848,10465612974221.004,8.036334694529387e-06,0.0002625976610207,0.0002762629227461,0.000269235837108,0.0002598720098833,5.208296227085372e-06,0.0001701878355149,0.0001790442027261,0.0001744899942458,0.0001684213587472
325,325,500000.0,1775,17.15,2.43,0.81,,0.005325,2291.0,0.4582,1775.0,0.0021198425038164,0.0118522767212303,0.0009761060462814,3.221755271625939e-05,-1.2900944423847277e-07,107447900000.0,3496506523690.343,3684672463178.446,3593093054635.217,3469213486622.3564,2.511979069394591,1.1509888095966017,269906875850.4031,8783151203511.784,9255820105078.87,9025774547630.74,8714591665656.792,8.084097820832139e-06,0.0002630679684636,0.0002772250795972,0.0002703348854004,0.0002610145120305,5.239597403800671e-06,0.0001705039047194,0.0001796796426167,0.000175213857513,0.0001691729850256
326,326,500000.0,1780,17.15,2.43,0.81,,0.0053399999999999,2244.0,0.4488,1780.0,0.0021017261078668,0.0124258725477942,0.0011155578562898,4.6471876907430814e-05,5.9359425738486825e-06,105243600000.0,3410579818762.4062,3600231366185.084,3512856567416.3467,3392808627335.348,2.540768742421834,1.140297011598919,267399649219.94653,8665494597046.246,9147355320689.717,8925356163102.713,8620342109352.781,7.93305346285563e-06,0.0002570827303662,0.0002713782871984,0.0002647921484694,0.0002557431732655,5.142689606981779e-06,0.0001666567220023,0.0001759239747558,0.0001716544375151,0.000165788339303
327,327,500000.0,1785,17.15,2.43,0.81,,0.0053549999999999,2243.0,0.4486,1785.0,0.0021348458001284,0.0109110279449493,0.0011716322203367,6.128348315213598e-05,-1.1529971988334525e-05,105196700000.00002,3394870611029.6025,3589781104490.4336,3504770059133.2974,3386065272676.7373,2.5083778883129515,1.1252583206971902,263873076203.4911,8515618374390.134,9004527546387.45,8791287719951.239,8493531258366.692,7.943970036272724e-06,0.0002563649849381,0.0002710837272542,0.0002646640848408,0.0002557000463608,5.150843158760625e-06,0.0001662261844877,0.0001757697669557,0.0001716072926443,0.0001657950405752
328,328,500000.0,1790,17.15,2.43,0.81,,0.0053699999999999,2161.0,0.4322,1790.0,0.0023111078594411,0.0114771341989123,0.0010179743983201,-2.654482435320256e-05,7.636953118240634e-06,101350900000.0,3257089711745.9224,3450022745880.516,3370359374986.2866,3257236728435.0454,2.323560961494293,1.0042430475578334,235494994652.31192,7568046502297.524,8016338168595.312,7831235469924.44,7568388104537.06,7.66801552164717e-06,0.0002464251868021,0.0002610221316776,0.0002549949531866,0.000246436309804,4.972642125043544e-06,0.0001598046145191,0.0001692706077452,0.0001653620343242,0.0001598118276902
329,329,500000.0,1795,17.15,2.43,0.81,,0.005385,2096.0,0.4192,1795.0,0.0023313821525334,0.0123708862256863,0.0010803524073153,-0.0001219858864798,5.619544677961691e-07,98302400000.00002,3145900270464.912,3337984513549.3955,3262889765002.743,3154374832725.076,2.309788635101371,0.9682633958344948,227057766323.18903,7266364691882.184,7710038693540.771,7536585696791.919,7285939139478.169,7.4507961812252704e-06,0.0002384424156652,0.0002530013739902,0.0002473095936705,0.0002390847421611,4.832686450864381e-06,0.000154656952555,0.0001641000884192,0.0001604083232758,0.0001550735741452
330,330,500000.0,1800,17.15,2.43,0.81,,0.0053999999999999,2076.0,0.4152,1800.0,0.0021318192118542,0.0122125018500611,0.0010414884286059,-8.811267870289392e-05,-1.160158624072065e-06,97364400000.0,3102808504441.066,3297894492385.4204,3225655174051.408,3119424057213.8745,2.5330478166125223,1.0517214534575192,246628680835.78824,7859562307541.207,8353724443355.352,8170738795775.803,7901650297214.181,7.392394908545427e-06,0.0002355808261584,0.0002503927354806,0.00024490796313,0.0002368423624871,4.7961341044107065e-06,0.0001528431920456,0.0001624530551996,0.0001588945732663,0.0001536616679907
331,331,500000.0,1805,17.15,2.43,0.81,,0.005415,2105.0,0.421,1805.0,0.0019523481123542,0.0116959974542653,0.0010141016322721,3.9147423019625286e-05,8.039243166172996e-06,98724500000.0,3132895907017.684,3335607156983.0386,3264488364137.087,3158029258501.8647,2.773583238426854,1.1676785433777055,273820618422.072,8689347575440.345,9251584100584.809,9054330208810.123,8759057017842.358,7.5093442028731905e-06,0.0002382994466172,0.0002537184008767,0.0002483088470701,0.0002402111806576,4.872733285292637e-06,0.0001546299668824,0.0001646351616923,0.0001611249599783,0.0001558704706919
332,332,500000.0,1810,17.15,2.43,0.81,,0.0054299999999999,2119.0,0.4237999999999999,1810.0,0.0019672188323056,0.0110117455999445,0.0009383759071011,0.0001241455664425,3.809944202356563e-06,99381099999.99998,3140387842682.244,3349379952941.1763,3279931973847.409,3174029151802.056,2.760241977571867,1.1697905500949572,274315883997.26743,8668230349227.886,9245099144945.92,9053405917793.771,8761088502840.862,7.57244604874864e-06,0.0002392851106584,0.0002552094813843,0.0002499178205466,0.0002418484451186,4.914844267726971e-06,0.0001553063629507,0.0001656419667537,0.0001622074505132,0.0001569700776338
333,333,500000.0,1815,17.15,2.43,0.81,,0.005445,2095.0,0.419,1815.0,0.0019536285522008,0.0117260395373686,0.0009631605406454,8.913422346362552e-05,-1.1017237168975415e-05,98255500000.0,3091626218292.39,3303128057740.888,3236586185026.5195,3133132833917.072,2.7871214279019583,1.1678038782909206,273850009459.22083,8616737680066.217,9206218988833.805,9020758709538.863,8732421657873.456,7.499932437009871e-06,0.0002359866649468,0.0002521307943458,0.0002470515921679,0.0002391549029881,4.868592522855091e-06,0.0001531911016669,0.0001636710877655,0.0001603739159639,0.0001552477681994
334,334,500000.0,1820,17.15,2.43,0.81,,0.00546,1993.0,0.3986,1820.0,0.0025317441193237,0.0112197688856878,0.0011723962956367,7.837359965124166e-05,-6.836395240619688e-06,93471700000.0,2928552187725.054,3134395918874.0527,3073110131089.351,2975882795412.948,2.15661604912046,0.8596271571794155,201582568358.5729,6315762648734.687,6759688542941.453,6627518629421.976,6417836596889.021,7.146803949424905e-06,0.000223915777089,0.0002396544957679,0.0002349686121241,0.0002275346539678,4.6405443244102e-06,0.0001453924153886,0.0001556118396454,0.0001525692137525,0.0001477422151984
335,335,500000.0,1825,17.15,2.43,0.81,,0.005475,1902.0,0.3804,1825.0,0.0021832025320236,0.0115167739575532,0.0010494827030679,-4.8742953589289904e-05,-1.919822288648832e-05,89203800000.0,2782857186524.766,2983729656008.661,2927166437454.1006,2835513333047.1133,2.5077838265995145,0.9539609676384554,223703846911.2178,6978804244103.038,7482548974283.8545,7340700649612.312,7110854476722.834,6.831394936454156e-06,0.0002131164422692,0.0002284996341389,0.0002241679163778,0.0002171489490988,4.437128027079256e-06,0.0001384234036855,0.0001484150953423,0.0001456015577761,0.0001410425977505
336,336,500000.0,1830,17.15,2.43,0.81,,0.0054899999999999,1906.0,0.3812,1830.0,0.0025563231213254,0.0102356606563089,0.0010381355914337,4.830171666031422e-05,-1.1067438778497142e-05,89391400000.0,2776706615987.837,2982438365355.468,2927684510240.7183,2836975891130.946,2.147615829235775,0.8186711541046775,191978385637.54688,5963299081639.183,6405131843157.473,6287541597201.3545,6092734330953.089,6.857440657460186e-06,0.0002130081958925,0.0002287903993556,0.000224590092478,0.0002176316046071,4.454979940694227e-06,0.0001383821293258,0.0001486351381902,0.0001459063821106,0.0001413857562049
337,337,500000.0,1835,17.15,2.43,0.81,,0.0055049999999999,1845.0,0.369,1835.0,0.0020077769431736,0.0119702974099663,0.0009569626863132,-5.785316624638697e-05,-6.8586447774020094e-06,86530500000.0,2676221441145.8755,2879663748827.1387,2828528851285.189,2741824128686.0244,2.7418384391337405,1.0117383840403502,237252651057.46213,7337766818967.656,7895572758314.218,7755369130652.535,7517638789375.717,6.648478327185545e-06,0.0002056246092442,0.0002212558811477,0.0002173269860406,0.0002106651215065,4.3205086916468814e-06,0.0001336249992458,0.0001437829696561,0.0001412297800954,0.0001369005723872
338,338,500000.0,1840,17.15,2.43,0.81,,0.00552,1773.0,0.3546,1840.0,0.0018317170031423,0.012617618503925,0.0012049941858737,0.0001970225065132,1.8434709489609024e-05,83153700000.0,2560618043530.448,2760248373583.544,2712902745532.4355,2630639502225.7373,3.013565955074054,1.0686104876692597,250589159358.4413,7716591359931.687,8318190526179.895,8175511353363.477,7927605643980.437,6.490516608558812e-06,0.0001998676419655,0.0002154496782763,0.000211754141154,0.000205333128656,4.159723264399556e-06,0.0001280936680738,0.0001380800779173,0.0001357116359782,0.0001315964573754
339,339,500000.0,1845,17.15,2.43,0.81,,0.005535,1733.0,0.3465999999999999,1845.0,0.0023738305717415,0.0119290698590558,0.0011448086189935,0.0001804638818288,1.4721253765470007e-06,81277699999.99998,2491935295670.9604,2691095960736.196,2646571772868.217,2567198454208.564,2.331674410924466,0.8081583508264198,189513133268.79544,5810381762595.472,6274759588990.778,6170943679471.819,5985870943442.953,6.361325819189008e-06,0.0001950351982905,0.0002106228180293,0.0002071380630982,0.0002009257866516,4.07339638054858e-06,0.0001248883791488,0.0001348697188302,0.0001326382990717,0.0001286603446151
340,340,500000.0,1850,17.15,2.43,0.81,,0.0055499999999999,1734.0,0.3468,1850.0,0.0022136749157652,0.0119145949324177,0.0010275462624155,-7.6692649652212e-06,-3.4655911954672427e-06,81324600000.0,2482453342402.177,2685765379141.1045,2642969803916.769,2564585294723.76,2.5071431945468348,0.8694772598688424,203892417439.2436,6223866003183.661,6733598392463.12,6626303757282.71,6429782568501.563,6.382968979854926e-06,0.0001948416921631,0.0002107991567401,0.0002074402366946,0.0002012880282523,4.0832981864192325e-06,0.0001246436776928,0.0001348519501085,0.000132703189528,0.0001287675129402
341,341,500000.0,1855,17.15,2.43,0.81,,0.005565,1743.0,0.3486,1855.0,0.0019849434145271,0.0130949160317606,0.0010062222837831,7.44246951635111e-05,-7.411314784566056e-07,81746700000.00002,2484361485956.63,2692786175099.242,2651531887515.3003,2573780518834.0303,2.803606369467051,0.977337180396214,229185568802.91223,6965171686086.636,7549512472121.053,7433851688682.889,7215867456213.3,6.433925292919092e-06,0.0001955332288795,0.0002119374247571,0.0002086904801792,0.0002025710099435,4.111965674389595e-06,0.0001249666243778,0.0001354506581975,0.0001333755137028,0.0001294645184069
342,342,500000.0,1860,17.15,2.43,0.81,,0.0055799999999999,1610.0,0.322,1860.0,0.0018464224531271,0.0115362219591752,0.0010882618712229,-0.0001099256841328,2.918529795002566e-06,75509000000.0,2284652740657.7583,2480921336701.552,2444443819257.446,2373585910518.585,3.0220603039946408,0.9731034178862744,228192751494.33136,6904358355954.374,7497493888979.083,7387256631522.978,7173119758299.193,5.960802191704725e-06,0.0001803541705465,0.0001958479299322,0.000192968335898,0.0001873746983487,3.8051300141100576e-06,0.0001151306561508,0.0001250212324481,0.0001231830185072,0.0001196122712416
343,343,500000.0,1865,17.15,2.43,0.81,,0.005595,1619.0,0.3238,1865.0,0.0020284978413656,0.0093735859801688,0.0012296457465994,-6.484135454055861e-06,1.355789204788069e-06,75931099999.99998,2287228420420.901,2488362919379.285,2453319448347.613,2383031434030.0527,2.758198646261998,0.8931047216596347,209433057229.1844,6308630332896.896,6863399235640.496,6766742381280.616,6572874075341.479,6.010690455266805e-06,0.0001810565372507,0.0001969783033401,0.0001942042692902,0.0001886402843515,3.833277801336805e-06,0.0001154676006351,0.0001256216009056,0.0001238524791678,0.0001203040848342
