,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,SU.numberRays,SU.electronSigmaX,SU.electronSigmaY,SU.electronSigmaYs,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,PhotonFlux3,PhotonFlux5,PhotonFlux7,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,FluxPerMilPerBwAbs7,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,AXUVCurrentAmp7,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5,GaAsPCurrentAmp7
307,307,2.25,0.02,1635,100000.0,226.5,18.76,5.23,,732.1,0.7321,1635.0,0.1826943424149248,0.117627642952212,0.0068970684701904,0.0008681253803914,-7.375740049324914e-05,2304636158000.0,46447938080.0,749999781339.1304,1179084439392.8572,9.099994521332292,6.643491593310311,20913578665908.992,421494995439.254,6805924385071.826,10699682503632.629,0.0001627793945736,3.2806771748392277e-06,5.297344221256541e-05,8.328023949872294e-05,0.000105840816825,2.133129643551761e-06,3.444387054332376e-05,5.4149658174008526e-05
308,308,2.25,0.02,1640,100000.0,226.5,18.76,5.23,,747.1,0.7470999999999999,1640.0,0.1944814881060892,0.1186238112345241,0.006910576884333,0.0015082062837518,2.7751671435374787e-05,2351855858000.0,47399610080.0,754662925782.6086,1192295022250.0,8.535894083252561,6.360858642580985,20023855789672.094,403563404406.8221,6425249891178.904,10151278405548.389,0.0001665484218423,3.356638642593166e-06,5.3442016390830256e-05,8.44332588032089e-05,0.0001082647058444,2.1819810193709952e-06,3.4739952022842335e-05,5.488579133138764e-05
309,309,2.25,0.02,1645,100000.0,226.5,18.76,5.23,,731.0,0.7310000000000001,1645.0,0.1848537584574387,0.1237490515913722,0.0069931494830999,-0.0003497925492917,-3.931010552332967e-05,2301173380000.0,46378148800.0,728037257000.0,1155958763716.814,9.197249207004448,6.7096807762274295,21121940889948.426,425694354911.594,6682486440041.379,10610279473354.766,0.0001633712224885,3.292604951919948e-06,5.168682104837301e-05,8.206700026002853e-05,0.0001061774557165,2.13991430772993e-06,3.359205537791436e-05,5.333659841169453e-05
310,310,2.25,0.02,1650,100000.0,226.5,18.76,5.23,,710.5,0.7104999999999999,1650.0,0.2082307603780008,0.1134399265371468,0.0071344696108799,0.0013817573014899,5.3545806201296914e-05,2236639790000.0,45077530400.0,697622515423.077,1113262381491.228,7.970189701595174,5.654297706166056,17799616093056.617,358735787108.1642,5551816169917.661,8859559366680.945,0.0001591836284021,3.208207633863246e-06,4.965041029699346e-05,7.923186649978799e-05,0.0001034399096315,2.084741446449548e-06,3.226358141125846e-05,5.148605539996245e-05
311,311,2.25,0.02,1655,100000.0,226.5,18.76,5.23,,734.4,0.7344,1655.0,0.2069051145690081,0.1227023517012899,0.0067226799682909,0.0006102651988572,5.19648113289957e-07,2311876512000.0,46593861120.0,710863898584.6154,1140133194947.3684,8.066968357826372,5.930193885575912,18668131747915.26,376239965031.58673,5740142626447.634,9206441859230.684,0.0001649572007826,3.324568965564878e-06,5.072161866749521e-05,8.13508763905667e-05,0.0001071632896065,2.1597829326856223e-06,3.2950944152735094e-05,5.284902680835512e-05
312,312,2.25,0.02,1660,100000.0,226.5,18.76,5.23,,723.4,0.7234,1660.0,0.1859115275077556,0.1176661684976144,0.0063025533072569,0.0009011108404433,-5.6662098824140495e-05,2277248732000.0,45895968320.0,690228276598.2908,1112697018052.174,9.0138153464565,6.517844257085587,20518043364420.29,413523325321.9437,6218966558894.459,10025415909576.473,0.0001628864830309,3.282835449591792e-06,4.9370477139276463e-05,7.958871659594072e-05,0.0001057994597708,2.1322961280790924e-06,3.206754613868533e-05,5.169516256363413e-05
313,313,2.25,0.02,1665,100000.0,226.5,18.76,5.23,,711.8,0.7118,1665.0,0.1869844047181914,0.1178677304320258,0.0066295741240569,0.0003896665949178,3.326175336604689e-06,2240732164000.0,45160008640.0,669419596901.6947,1084718023878.2604,9.09207121037473,6.479606218949073,20397670785127.3,411097320639.98,6093812002206.523,9874326571126.336,0.0001606855603387,3.2384777662442238e-06,4.800487303127117e-05,7.778641565322159e-05,0.0001043358406417,2.1027981570253517e-06,3.1170372571512814e-05,5.050802978551838e-05
314,314,2.25,0.02,1670,100000.0,226.5,18.76,5.23,,694.2,0.6941999999999999,1670.0,0.1901201181630312,0.112739456617708,0.0070341720634622,0.0005411877282449,9.023622861618565e-06,2185327716000.0,44043380160.0,643470711396.6101,1048073581043.478,8.964782292098526,6.224060834274727,19593219025080.16,394884294818.3932,5769231997704.606,9396821848474.174,0.0001570778009365,3.1657665121329133e-06,4.625162787863853e-05,7.533382390418837e-05,0.0001019842037324,2.0554029596651124e-06,3.002929384297302e-05,4.891117649457852e-05
315,315,2.25,0.02,1675,100000.0,226.5,18.76,5.23,,687.9,0.6879000000000001,1675.0,0.1878700512741488,0.1249948209950548,0.0070140508951068,0.0001232635732781,2.0180491545037783e-05,2165495442000.0,43643677920.0,628401115520.3391,1028877560379.3104,9.005643818402863,6.19274078779505,19494624145163.062,392897200733.49945,5657108909985.046,9262352135205.73,0.0001560253312498,3.144554900630012e-06,4.527670218337202e-05,7.413128610676476e-05,0.0001012805879009,2.041222194316021e-06,2.9390426404582502e-05,4.812077743149037e-05
316,316,2.25,0.02,1680,100000.0,226.5,18.76,5.23,,703.3,0.7033,1680.0,0.190234813731763,0.1164302529879948,0.0072916382536532,0.0004072652553467,1.9363164966800176e-05,2213974334000.0,44620727840.0,633116793014.4067,1042069424275.862,9.178277556063144,6.472879143772795,20376494087013.883,410670522700.8361,5826942250924.6,9590771282181.926,0.0001599110105874,3.222867389412514e-06,4.572878042716312e-05,7.526662444963266e-05,0.000103775831013,2.091511649839225e-06,2.9676144079197105e-05,4.88450199339962e-05
317,317,2.25,0.02,1685,100000.0,226.5,18.76,5.23,,685.2,0.6852,1685.0,0.2011860555536031,0.1292056632689383,0.0076313919686829,0.0005212745819948,1.3299350228157864e-05,2156995896000.0,43472376960.0,607810794427.1185,1005723092275.862,8.493666067098854,5.811342967772192,18293991435687.504,368699492321.71313,5154986844614.804,8529774985148.036,0.0001561660764955,3.1473914986894954e-06,4.400538137014768e-05,7.281415307880049e-05,0.0001013235452503,2.042087962345337e-06,2.855153533070521e-05,4.724321888538543e-05
318,318,2.25,0.02,1690,100000.0,226.5,18.76,5.23,,675.3,0.6752999999999999,1690.0,0.2035671675222374,0.1218233596003428,0.0065837012763734,0.0013027749959709,-6.629257154145218e-06,2125830894000.0,42844273440.0,590215309784.8738,981851338358.9746,8.43595267859774,5.709478868571924,17973325288687.043,362236744920.772,4990110823521.943,8301287529156.859,0.0001542628325954,3.109033272593556e-06,4.282950529398183e-05,7.124892627654197e-05,0.0001000758346122,2.016941439210628e-06,2.7785036850461527e-05,4.622173495960751e-05
319,319,2.25,0.02,1695,100000.0,226.5,18.76,5.23,,672.7,0.6727,1695.0,0.2181394993094954,0.1168725890520933,0.0063928690644939,0.0006692975259763,4.656944158097333e-05,2117646146000.0,42679316960.0,579258250364.7058,968823229948.7178,7.918847198685654,5.322049086102972,16753704082070.434,337656339857.9858,4582787040242.439,7664820552317.383,0.0001540315266474,3.104371502310794e-06,4.213358912458574e-05,7.046943203538789e-05,9.990145683302024e-05,2.013427006677721e-06,2.7326918240473728e-05,4.570492207510458e-05
320,320,2.25,0.02,1700,100000.0,226.5,18.76,5.23,,668.6,0.6686000000000001,1700.0,0.213307193176206,0.1152860905449331,0.0063787450363887,0.0007886744500347,-1.5264646476769708e-05,2104739428000.0,42419193280.0,567187643466.6667,953783672529.9148,8.049137393022239,5.386279222977825,16955899268349.73,341731408045.98346,4569295572142.178,7683734936529.112,0.0001534411414547,3.0924728020425937e-06,4.134949831547805e-05,6.953338425984938e-05,9.950310497575388e-05,2.0053985713272663e-06,2.6814213141078677e-05,4.5090824844813366e-05
321,321,2.25,0.02,1705,100000.0,226.5,18.76,5.23,,661.8,0.6617999999999999,1705.0,0.2072183474130951,0.1273336637399542,0.0072909552254532,0.0014435876262538,-1.8575037550590396e-06,2083333164000.0,41987768640.0,553036768189.9158,935092777728.8136,8.451351227444842,5.583281946822109,17576059902957.068,354230206459.73944,4665699915025.085,7888919045779.731,0.0001522191446301,3.0678445184642147e-06,4.040773950974589e-05,6.832273648564187e-05,9.869617590973934e-05,1.9891356175578145e-06,2.619965692527037e-05,4.429924261632436e-05
322,322,2.25,0.02,1710,100000.0,226.5,18.76,5.23,,667.5,0.6675,1710.0,0.1867898020993152,0.1261563917007676,0.0070879199650338,0.0014860682876635,-3.071927262573669e-05,2101276650000.0,42349404000.0,549438963500.0001,934126031722.6892,9.39569879515995,6.261445122034563,19710904015262.367,397256133478.4584,5153980401292.587,8762515183064.471,0.0001538825564044,3.101369136580631e-06,4.02370017730061e-05,6.840874654248465e-05,9.975393076534508e-05,2.010453747044805e-06,2.608352228383165e-05,4.43457759332097e-05
323,323,2.25,0.02,1715,100000.0,226.5,18.76,5.23,,674.0,0.674,1715.0,0.1941406854614342,0.1171155379081691,0.0064961163592208,0.0010046957270396,4.2850069797913934e-05,2121738520000.0,42761795200.0,546428329850.0,934185352773.1093,9.074409680522068,6.087301762597906,19162704202622.957,386207642867.6715,4935124830013.85,8437193092772.836,0.000155730429106,3.1386114043125714e-06,4.010650581168027e-05,6.856692494414834e-05,0.0001009308723842,2.034173982123234e-06,2.5993536671629794e-05,4.4439096399107066e-05
324,324,2.25,0.02,1720,100000.0,226.5,18.76,5.23,,649.6,0.6496,1720.0,0.1989365176331375,0.1170447038891266,0.0070929820206278,0.0005786022603661,3.138096860359264e-06,2044927808000.0,41213742080.0,518670934981.81805,891699314823.5293,8.843836822114174,5.747549265387555,18093170136454.71,364652113632.66034,4589111378282.982,7889602435130.175,0.0001504344981793,3.0318765208455715e-06,3.815587108697688e-05,6.55975914785834e-05,9.747591892766702e-05,1.964542398993269e-06,2.4723574989123216e-05,4.250478172362239e-05
325,325,2.25,0.02,1725,100000.0,226.5,18.76,5.23,,641.0,0.641,1725.0,0.1925311060169633,0.1268392510471949,0.0069669943418998,0.0017742084198459,2.194173713741429e-05,2017855180000.0,40668116800.0,504006899735.5372,871388807583.3334,9.077511696297918,5.813617312843144,18301151028483.96,368843787689.8707,4571143897183.959,7903152976574.428,0.0001487628912256,2.998186736012907e-06,3.715703899144095e-05,6.424163620987863e-05,9.637885531148316e-05,1.942432035612108e-06,2.4072891130671844e-05,4.162016017726449e-05
326,326,2.25,0.02,1730,100000.0,226.5,18.76,5.23,,648.1,0.6481,1730.0,0.1902916485263176,0.1147758391248721,0.0068107421481689,-0.0004888138307614,-2.397467752653603e-05,2040205838000.0,41118574880.0,501797906000.0001,872510295875.0,9.30135569576792,6.048768976569819,19041403762862.258,383762937964.6769,4683319867798.949,8143208161435.666,0.0001507278732235,3.037789239797822e-06,3.707220602485722e-05,6.445997693638669e-05,9.76427324763064e-05,1.9679043810362487e-06,2.401567419333225e-05,4.175769317790242e-05
327,327,2.25,0.02,1735,100000.0,226.5,18.76,5.23,,633.2,0.6332000000000001,1735.0,0.2163910544260488,0.1189203104104563,0.0068140323762958,0.0008117302319701,-2.9301197743816984e-05,1993300936000.0,40173247360.0,482719822773.7703,844159866933.3335,8.117433003581986,5.147375186002477,16203834138032.078,326574189200.89,3924099869768.192,6862298724055.266,0.0001475829339084,2.974405722158192e-06,3.5740317186484245e-05,6.250114450849324e-05,9.558523021149776e-05,1.9264372117111395e-06,2.3147977585399696e-05,4.048019732436928e-05
328,328,2.25,0.02,1740,100000.0,226.5,18.76,5.23,,632.0,0.632,1740.0,0.215931708523135,0.1248535122749761,0.0069984953334612,0.000860075336061,-3.752482712950939e-05,1989523360000.0,40097113600.0,474358043540.98376,834338456198.347,8.168032229987755,5.171888380912362,16281001185344.496,328129423949.3086,3881846287629.642,6827698366076.882,0.0001476057289385,2.9748651361720703e-06,3.51933363550853e-05,6.190082433045981e-05,9.559179539415786e-05,1.9265695272597986e-06,2.2791759048128485e-05,4.008794900221246e-05
329,329,2.25,0.02,1745,100000.0,226.5,18.76,5.23,,616.2,0.6162,1745.0,0.1982066989421582,0.1261548672696257,0.0066969082725683,0.0015929550920689,-7.686697820372061e-05,1939785276000.0,39094685760.0,455310962877.04913,805508556595.0413,9.23261385407943,5.6723529334981055,17856453587593.367,359881297395.2006,4191308789239.657,7415009451411.404,0.0001442098245966,2.906423636609995e-06,3.384926924946618e-05,5.988407536388976e-05,9.34030535586169e-05,1.8824573384887251e-06,2.192378444026835e-05,3.878623050934573e-05
330,330,2.25,0.02,1750,100000.0,226.5,18.76,5.23,,615.7,0.6156999999999999,1750.0,0.2111553631676315,0.1203168759839952,0.0070491614996594,-1.845108627208437e-05,-6.15038174815441e-05,1938211286000.0,39062963360.0,447831766959.0164,796945678155.7378,8.360989915136205,5.149829638229188,16211560704552.725,326729911431.52325,3745748426873.624,6665802295639.238,0.000144391560492,2.9100863655768285e-06,3.336226970517306e-05,5.937032300220226e-05,9.352902249180865e-05,1.8849961328179665e-06,2.161026906973457e-05,3.8456875571499336e-05
331,331,2.25,0.02,1755,100000.0,226.5,18.76,5.23,,607.6,0.6076,1755.0,0.2038749058124039,0.120957982177629,0.0061455198764501,0.0009522514550442,-1.6913149426468207e-05,1912712648000.0,38549060480.0,434997526770.7316,778695279278.6885,8.733454905641889,5.303280993361024,16694622501480.637,336465601967.59143,3796764509351.9976,6796642320965.476,0.0001427807793852,2.877622472805399e-06,3.2471833115094e-05,5.812829177204971e-05,9.249407126933696e-05,1.8641375907308275e-06,2.1035408682631012e-05,3.765578521897204e-05
332,332,2.25,0.02,1760,100000.0,226.5,18.76,5.23,,584.8,0.5848000000000001,1760.0,0.2145343867166502,0.1214614566300289,0.0064709287311862,0.0011985647629752,-1.0564827672929216e-05,1840938704000.0,37102519040.0,412073400682.9269,741657480780.4879,8.289512226340566,4.8480607461457135,15261598267651.78,307584244427.06555,3416136932937.1943,6148427701192.206,0.000137705479709,2.775334220371893e-06,3.082382112619881e-05,5.547729478922458e-05,8.921221700467641e-05,1.7979946713188436e-06,1.9969150283876172e-05,3.5940853421554506e-05
333,333,2.25,0.02,1765,100000.0,226.5,18.76,5.23,,599.8,0.5998000000000001,1765.0,0.2160234954693123,0.1236625544181918,0.0071508760964843,0.0014026429346196,3.473573751915491e-05,1888158404000.0,38054191040.0,415942964650.4066,753132481886.1788,8.219340022396473,4.928561769967215,15515013880621.396,312691615783.21594,3417806925746.613,6188496095273.002,0.0001415053546367,2.8519173958729126e-06,3.1172255779410895e-05,5.6442446095633367e-05,9.169244834234155e-05,1.8479815775799693e-06,2.019895614624916e-05,3.657349989492086e-05
334,334,2.25,0.02,1770,100000.0,226.5,18.76,5.23,,595.9,0.5959000000000001,1770.0,0.2025110511379352,0.122791660141788,0.0071007592289968,0.0007687586087477,-3.423229931533177e-06,1875881282000.0,37806756320.0,406642381059.67737,740775789365.8536,8.845279474688738,5.266599799173206,16579150835801.27,334138370938.58417,3593929656694.4307,6547020680494.341,0.0001408558481165,2.838827156648529e-06,3.053389253036112e-05,5.5623243899585e-05,9.128775868529522e-05,1.839825409385326e-06,1.9788817080051057e-05,3.604906245849471e-05
335,335,2.25,0.02,1775,100000.0,226.5,18.76,5.23,,576.2,0.5762000000000002,1775.0,0.2015132125443642,0.1202191620634311,0.0069175606578044,0.0014431277239421,-4.505686995014436e-05,1813866076000.0,36556893760.0,386898588383.871,709125686048.7805,9.109687257073348,5.244999555817327,16511153701721.832,332767947818.9191,3521837771988.466,6454987692371.592,0.0001364705200591,2.7504446823214605e-06,2.910923373315888e-05,5.335275434217926e-05,8.84515005193374e-05,1.7826630919349098e-06,1.8866751599894225e-05,3.457985780633741e-05
336,336,2.25,0.02,1780,100000.0,226.5,18.76,5.23,,570.1,0.5700999999999998,1780.0,0.2181987985875593,0.1225513309597461,0.0067487096123102,0.0009150790085966,-4.2601038259925096e-05,1794663398000.0,36169880480.0,376639246750.4,694575128266.1292,8.273971433128198,4.719781961312521,14857779218572.59,299445622579.0807,3118146154595.4634,5750294967842.146,0.0001352781611818,2.726413725803167e-06,2.839031808756633e-05,5.235569313958292e-05,8.769556348248447e-05,1.7674278381798903e-06,1.8404337554442523e-05,3.394015686846761e-05
337,337,2.25,0.02,1785,100000.0,226.5,18.76,5.23,,563.4,0.5633999999999999,1785.0,0.2109968845557886,0.1154588099751478,0.0071613961295568,6.442932454816212e-05,1.9180946639337227e-05,1773571932000.0,35744800320.0,366190626309.67737,679498929290.3225,8.57058226609029,4.8267186033797564,15194413629067.406,306230196447.70795,3137201115357.126,5821352720948.217,0.0001339319796626,2.6992826076733555e-06,2.7653028687858263e-05,5.1312628000324336e-05,8.684104018958832e-05,1.7502056641466568e-06,1.7930129769559982e-05,3.327093351141459e-05
338,338,2.25,0.02,1790,100000.0,226.5,18.76,5.23,,555.8,0.5557999999999998,1790.0,0.2162228625087436,0.1299955170491856,0.0070936388155484,0.0014069892976644,-2.3532335728122766e-05,1749647284000.0,35262619840.0,355371521366.4,663556947759.9999,8.49184981836649,4.715161270928382,14843233377657.13,299152463801.79706,3014814743320.884,5629323535684.417,0.0001323749718168,2.6679024682273512e-06,2.688673057455755e-05,5.020345132525216e-05,8.58440308708302e-05,1.7301118081416176e-06,1.7435813566405154e-05,3.2556506462169496e-05
339,339,2.25,0.02,1795,100000.0,226.5,18.76,5.23,,548.3,0.5482999999999999,1795.0,0.2126733772278384,0.10705220608766,0.0067349438064813,0.0007147555017275,-1.9517059020519765e-08,1726037434000.0,34786783840.0,344834862120.0,647965187253.968,8.591065359806842,4.714821996256698,14842165347776.162,299130938588.10706,2965228876526.576,5571841177591.829,0.0001308244063409,2.636652169145218e-06,2.6136638310326485e-05,4.911229576041665e-05,8.485446663536723e-05,1.710168001317526e-06,1.6952574565351514e-05,3.18548944997686e-05
340,340,2.25,0.02,1800,100000.0,226.5,18.76,5.23,,543.1,0.5431000000000001,1800.0,0.1923368247860025,0.1296842080293512,0.0068642472482795,0.0009736357874855,3.194586714631415e-05,1709667938000.0,34456870880.0,335952201370.4,635292431888.8889,9.56034864414261,5.185705066247158,16324495834444.725,329006020787.0377,3207786839741.058,6065990025031.648,0.0001298065880359,2.616138926113848e-06,2.550718068334189e-05,4.823459641237316e-05,8.421760627764697e-05,1.6973326345034135e-06,1.654888039616563e-05,3.12942687353521e-05
341,341,2.25,0.02,1805,100000.0,226.5,18.76,5.23,,541.2,0.5412,1805.0,0.2238088975778737,0.1187651472951577,0.0072540037229592,0.001299792959579,-2.3400657630699208e-05,1703686776000.0,34336325760.0,329239724419.0476,626599556000.0001,8.189570913607188,4.437578499197692,13969408363904.35,281541280365.8978,2699606655882.7407,5137813594442.76,0.0001295886068287,2.6117457043978083e-06,2.5043169789887435e-05,4.766143908929918e-05,8.408866351440728e-05,1.6947339052150476e-06,1.6250245521803286e-05,3.092699900299104e-05
342,342,2.25,0.02,1810,100000.0,226.5,18.76,5.23,,544.8,0.5448000000000001,1810.0,0.2183427693059229,0.1182530835876179,0.00679414155058,-0.0006792154427696,5.002921253813608e-05,1715019504000.0,34564727040.0,325924771028.5714,624310128188.9764,8.780380545682217,4.768568696719194,15011358885898.088,302540887249.60986,2852780214045.918,5464511259777.349,0.0001306776908948,2.6336952468842e-06,2.4834176161912185e-05,4.756995810469367e-05,8.481546066882289e-05,1.7093818699741852e-06,1.6118452025586355e-05,3.087495564864428e-05
343,343,2.25,0.02,1815,100000.0,226.5,18.76,5.23,,526.4,0.5264,1815.0,0.2255426899014537,0.1189160887589493,0.0071612110765933,0.0012851439257786,1.4776364919478331e-05,1657096672000.0,33397342720.0,309658547466.6666,597027253795.2756,8.123073351349342,4.27535783382804,13458740953733.996,271249222695.6533,2515009682225.352,4848983940962.1455,0.0001264877088976,2.549249802562335e-06,2.3636520953459237e-05,4.557163788813973e-05,8.210968817976859e-05,1.6548493778955977e-06,1.5343683446060334e-05,2.9582897891399336e-05
344,344,2.25,0.02,1820,100000.0,226.5,18.76,5.23,,530.0,0.53,1820.0,0.2279270390316469,0.1202598441890789,0.0067879783073902,0.0011386480997996,6.945463522397603e-05,1668429400000.0,33625744000.0,306541803809.52374,594904008661.4172,8.130427717567002,4.307477297436796,13559852382785.084,273287035640.418,2491362001178.958,4834972663138.108,0.0001275673580907,2.5710091933874187e-06,2.343804781693003e-05,4.548609171150331e-05,8.283170823735007e-05,1.6694010644213202e-06,1.5218732812848705e-05,2.9534911860623222e-05
345,345,2.25,0.02,1825,100000.0,226.5,18.76,5.23,,499.1,0.4991,1825.0,0.2059492956651865,0.1281298592140455,0.0064053539431396,0.0020272998580646,-8.460698046936472e-06,1571156818000.0,31665299680.0,283797370555.5556,554411119828.125,9.127180200639494,4.564779359398871,14369834127800.46,289611513501.1895,2595616869091.712,5070656053721.979,0.000120322146936,2.424988261657636e-06,2.1733736905739737e-05,4.245784727453015e-05,7.815164771102195e-05,1.575078513426466e-06,1.4116498029270647e-05,2.7577223372925476e-05
346,346,2.25,0.02,1830,100000.0,226.5,18.76,5.23,,501.6,0.5016,1830.0,0.223373004282007,0.1128039566980096,0.0070733820187682,0.0011344234334637,-3.0109106252656365e-05,1579026768000.0,31823911680.0,280379081295.23804,551408017875.0,8.354882226029092,4.194789342024162,13205112952905.225,266137570846.85455,2344759134656.6807,4611324713892.979,0.0001211311419006,2.441292851816328e-06,2.150858932263395e-05,4.229990536702141e-05,7.869361680496375e-05,1.5860014293189805e-06,1.3973191861415767e-05,2.748040257531584e-05
347,347,2.25,0.02,1835,100000.0,226.5,18.76,5.23,,481.6,0.4816,1835.0,0.2054786248010486,0.1131465004298591,0.0061953171531341,0.0026513970908268,2.657045541437161e-05,1516067168000.0,30555015680.0,264609181530.7086,523904490666.6667,9.203701010917516,4.441056614176629,13980357400295.746,281761948675.1134,2440083795284.09,4831165912524.996,0.0001164853977383,2.3476619173042392e-06,2.0330963169994645e-05,4.025364064361716e-05,7.569794900600914e-05,1.5256263493085877e-06,1.3212061281201354e-05,2.615879840655221e-05
348,348,2.25,0.02,1840,100000.0,226.5,18.76,5.23,,486.7,0.4867,1840.0,0.1847796511335218,0.1182605636811573,0.0066626778285142,0.0009683335476927,-1.3307407428842462e-05,1532121866000.0,30878584160.0,262824729489.76385,523906743581.3954,10.257866933316322,4.987640767889164,15700993384499.729,316439870990.5744,2693394977630.1367,5368930825680.339,0.0001195889349193,2.4102110109262857e-06,2.0514640622044352e-05,4.089325454611171e-05,7.664364868785706e-05,1.5446861041910536e-06,1.3147678837118378e-05,2.6208179186871328e-05
349,349,2.25,0.02,1845,100000.0,226.5,18.76,5.23,,462.2,0.4622,1845.0,0.1986281617072563,0.1245133001819961,0.0061612002841186,0.0006340782228344,-8.952734031379598e-05,1454996356000.0,29324186560.0,245289987756.25,492310180232.5582,9.644177910370082,4.445770387997098,13995196266007.104,282061013112.3983,2359374651750.124,4735391650773.305,0.0001138775566514,2.2951031474911736e-06,1.9198003047605792e-05,3.853142326324401e-05,7.292008620127999e-05,1.4696409395939516e-06,1.2293204019197325e-05,2.467312074857584e-05
350,350,2.25,0.02,1850,100000.0,226.5,18.76,5.23,,456.4,0.4564,1850.0,0.224628024808203,0.1179968689027074,0.0071435975088286,-0.0006696032493584,-3.63241600402294e-06,1436738072000.0,28956206720.0,238012945865.62503,481011194461.53845,8.348147487303144,3.8146768285207457,12008526362646.738,242021408450.13303,1989356856883.354,4020381809315.332,0.0001127660578194,2.272701854888026e-06,1.868105407544796e-05,3.775339237095498e-05,7.213844228876705e-05,1.4538875861099396e-06,1.1950600804644668e-05,2.415151304761596e-05
351,351,2.25,0.02,1855,100000.0,226.5,18.76,5.23,,456.8,0.4568,1855.0,0.2289945026301211,0.1221790616488574,0.0069037231027165,0.0017237661862862,5.56971961329823e-05,1437997264000.0,28981584640.0,234069591043.75,476342747323.0768,8.259839879289977,3.775409503235493,11884913607995.27,239530100850.8753,1934563394144.088,3936928491770.6826,0.0001131784765378,2.281013795592623e-06,1.842259396550089e-05,3.7490854677932094e-05,7.23331387008179e-05,1.4578115230229072e-06,1.17740058472123e-05,2.3960661729916035e-05
352,352,2.25,0.02,1860,100000.0,226.5,18.76,5.23,,438.4,0.4384,1860.0,0.2036942120689218,0.1185755859776719,0.0067077586740139,0.0014414681584841,9.384946668424742e-06,1380074432000.0,27814200320.0,220710695813.95352,452307025969.2308,10.135224230652172,4.49846788350946,14161086927930.11,285404395175.6809,2264735348234.707,4641169319818.12,0.0001089453005466,2.1956978138760976e-06,1.7423258145922857e-05,3.570584581600653e-05,6.954618181818182e-05,1.401642830074582e-06,1.1122288642106105e-05,2.279313777309165e-05
353,353,2.25,0.02,1865,100000.0,226.5,18.76,5.23,,419.2,0.4191999999999999,1865.0,0.2417921670640225,0.1117647516132351,0.0063660842178284,-0.0002242582321266,-2.4912756293249125e-05,1319633216000.0,26596060160.0,207326600409.30237,427893440000.0,7.827494321437494,3.276701114930939,10314989575780.3,207889646896.57047,1620580397700.387,3344653892938.06,0.0001044618973762,2.105338720911639e-06,1.6411931582752108e-05,3.387195781016316e-05,6.661987924314936e-05,1.3426657458451968e-06,1.0466600048933902e-05,2.1601615476262595e-05
354,354,2.25,0.02,1870,100000.0,226.5,18.76,5.23,,427.2,0.4272,1870.0,0.2069193868491538,0.1127183091366079,0.0062807418134552,0.0001526073833217,0.0001056111146894,1344817056000.0,27103618560.0,207541601934.8838,431403811053.4351,9.438815542400825,4.04459041201313,12732289725209.092,256608229772.09064,1964936267040.4412,4084390725404.1377,0.000106773081757,2.1519186327315048e-06,1.6477970986860785e-05,3.42517327412266e-05,6.801348600097104e-05,1.3707526784269295e-06,1.049631827231772e-05,2.1818043527140063e-05
355,355,2.25,0.02,1875,100000.0,226.5,18.76,5.23,,400.1,0.4000999999999999,1875.0,0.2259169291316539,0.1126247132521765,0.0068433567588204,0.0009517950773039,-3.4692824363367754e-06,1259506798000.0,25384264480.0,190922171326.3565,399709096237.8787,8.623291773169665,3.4444209318803,10842968205140.549,218530597138.9593,1643629900716.169,3441055680441.657,0.000100274735801,2.020950119743798e-06,1.5200132558804249e-05,3.1822554738234686e-05,6.381142915044369e-05,1.2860638759344309e-06,9.672847044721288e-06,2.025079079832905e-05
356,356,2.25,0.02,1880,100000.0,226.5,18.76,5.23,,406.3,0.4063,1880.0,0.2207552104878231,0.12322329124987,0.0069715713619746,0.0007854336798515,9.892572351289533e-05,1279024274000.0,25777622240.0,190410699720.93024,401536748106.0607,8.81322199895394,3.5975820779728664,11325116429817.023,228247875420.5729,1685990944549.0813,3555405878990.572,0.0001021078537771,2.0578950188134576e-06,1.5200984281492342e-05,3.2055729039111575e-05,6.491487501966695e-05,1.3083028680765968e-06,9.663997021835662e-06,2.037936914018914e-05
357,357,2.25,0.02,1885,100000.0,226.5,18.76,5.23,,384.0,0.384,1885.0,0.2386541802511601,0.1129378987188574,0.0064921183186064,0.0020227944288424,-9.966282219875732e-05,1208824320000.0,24362803200.0,176722471384.61542,375398295272.7273,8.255659839625906,3.1647441013742905,9962551136244.238,200786556562.87164,1456461976288.4077,3093852970391.4795,9.67931233522801e-05,1.950781247804169e-06,1.4150542546873942e-05,3.0058936521544813e-05,6.145866418559248e-05,1.2386459435962358e-06,8.984868059963467e-06,1.908588153240533e-05
